"ID"	"hera_1"	"wolverine_1"	"hamlet_11"	"hera_11"	"jarjarbinks_11"	"hera_14"	"iris_14"	"jarjarbinks_14"	"kubo_14"	"wolverine_14"	"jarjarbinks_15"	"kubo_15"	"iris_17"	"kubo_17"	"lambchop_17"	"wolverine_17"	"hamlet_18"	"hera_18"	"iris_18"	"jarjarbinks_18"	"kubo_18"	"lambchop_18"	"wolverine_18"	"ophelia_19"	"wolverine_19"	"hera_2"	"jarjarbinks_2"	"lambchop_2"	"goose_20"	"hamlet_20"	"hera_20"	"iris_20"	"korra_20"	"ophelia_20"	"hamlet_21"	"jarjarbinks_21"	"korra_21"	"kubo_21"	"goose_22"	"hamlet_22"	"hera_22"	"iris_22"	"korra_22"	"kubo_22"	"hamlet_23"	"iris_23"	"korra_23"	"goose_24"	"hera_24"	"kubo_24"	"ophelia_24"	"wolverine_24"	"kubo_25"	"lambchop_25"	"jarjarbinks_29"	"korra_29"	"jarjarbinks_3"	"kubo_30"	"hamlet_31"	"jarjarbinks_32"	"goose_37"	"hera_37"	"kubo_37"	"lambchop_37"	"ophelia_37"	"wolverine_37"	"goose_4"	"hamlet_41"	"hera_41"	"goose_42"	"lambchop_42"	"ophelia_43"	"goose_44"	"iris_44"	"jarjarbinks_44"	"lambchop_44"	"hamlet_45"	"hera_45"	"jarjarbinks_45"	"korra_45"	"ophelia_45"	"goose_46"	"hamlet_46"	"iris_46"	"lambchop_46"	"hamlet_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"korra_48"	"kubo_48"	"lambchop_48"	"ophelia_48"	"wolverine_48"	"iris_49"	"jarjarbinks_49"	"kubo_49"	"ophelia_49"	"wolverine_49"	"jarjarbinks_50"	"korra_50"	"kubo_50"	"lambchop_50"	"ophelia_50"	"wolverine_50"	"lambchop_51"	"goose_52"	"jarjarbinks_52"	"kubo_52"	"hera_53"	"kubo_53"	"iris_55"	"lambchop_55"	"ophelia_55"	"ophelia_57"	"wolverine_57"	"goose_58"	"wolverine_58"	"goose_59"	"hamlet_59"	"iris_59"	"ophelia_59"	"korra_6"	"iris_60"	"wolverine_60"	"hamlet_67"	"hera_67"	"jarjarbinks_68"	"hera_7"	"iris_7"	"korra_9"	"ophelia_9"
"g__Bifidobacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	79	618	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	849	0	0	0	0	0	2	1	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0
"g__Succinivibrio"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	40	112	0	0	0	0	0	0	2	0	1	80	0	8	0	0	2	0	0	0	177	0	0	0	0	17	0	1	0	0	14	0	3	83	0	0	141	0	0	0	0	0	191	32	0	86	0	21	77	0	0	0	0	0	130	0	0	48	0	0	0	2	0	0	99	0	0	0	1	0	0	0	1	0	0	72	0	0	27	63	0	0	0	0	0	28	0	0	0	115	0	100	0	0	0	11	0	0	0	0	2	0	0	0	0
"g__Flavonifractor"	5	15	23	20	23	11	14	59	2	30	54	13	8	21	0	3	11	9	53	6	4	0	35	4	9	3	5	0	0	9	17	8	0	17	9	7	1	10	0	7	0	1	1	6	16	2	1	0	7	1	28	32	6	0	2	0	4	4	9	9	0	142	3	0	14	27	0	60	22	0	0	29	0	10	0	0	14	43	25	1	27	0	11	7	0	30	28	16	5	10	10	0	67	22	3	3	5	35	34	1	0	14	0	19	1	0	0	0	8	5	19	7	0	36	30	16	0	17	0	39	25	21	23	39	4	16	13	7	4	4	24	20
"g__Faecalicatena"	5	5	8	13	15	7	12	90	3	125	125	23	21	16	0	8	16	7	4	2	2	0	20	19	38	0	4	0	0	12	6	39	4	28	12	2	5	8	10	4	0	8	4	3	0	18	3	21	2	20	59	16	1	0	2	0	10	1	8	7	4	1	2	1	13	10	0	21	14	1	0	87	0	26	0	0	4	1	40	5	39	2	4	9	0	6	12	23	7	4	8	0	10	4	3	4	2	10	1	2	0	2	0	8	2	0	0	1	10	4	5	43	0	34	27	9	0	8	0	23	6	5	9	12	3	0	6	19	2	20	9	35
"g__Bilifractor"	11	12	5	5	5	5	4	5	2	17	7	9	9	10	0	6	19	13	5	8	7	0	11	6	6	2	1	0	7	10	43	7	21	6	13	8	11	11	12	9	1	9	5	4	14	13	9	10	20	16	7	8	5	0	11	4	38	8	14	41	16	25	9	11	3	11	0	63	11	13	15	8	29	5	0	12	11	21	4	6	7	12	13	14	2	39	47	10	14	5	9	7	4	11	9	42	7	3	15	17	6	13	6	2	7	8	6	20	12	16	18	12	7	7	8	5	4	7	9	27	15	6	27	12	5	1	13	15	13	39	9	4
"g__Prevotella"	0	0	0	0	0	0	36	0	0	16	0	0	29	0	0	0	0	0	51	0	1	0	0	0	40	1	72	0	13	0	0	27	0	0	0	0	0	0	5	1	15	29	0	0	0	78	0	9	0	0	0	4	1	0	0	0	0	1	5	5	18	0	0	13	0	14	0	2	1	20	0	0	4	92	2	0	0	4	0	2	1	27	1	86	0	0	0	99	0	0	0	12	6	23	41	0	0	3	33	2	0	0	0	0	3	0	9	0	0	0	0	38	0	0	0	3	8	2	14	0	44	10	7	131	25	2	0	1	1	156	0	0
"g__Streptococcus"	0	2	3	0	1	0	0	3	2	2	3	1	0	1	1	0	0	0	0	0	1	4	2	6	0	0	0	0	1	1	0	0	0	3	0	0	4	0	2	0	3	0	0	1	5	0	0	1	3	3	0	1	0	0	0	0	0	3	0	2	0	0	2	0	0	3	633	2	1	0	1	0	2	1	0	4	0	1	1	2	1	0	1	0	10	2	1	0	0	4	0	0	0	1	0	0	2	1	0	0	0	3	26	0	1	21	5	0	0	7	0	0	4	0	0	0	20	2	2	0	0	2	12	0	19	0	1	0	2	1	1	1
"g__Lachnoclostridium"	3	4	1	8	7	2	5	6	4	29	5	6	8	5	0	4	5	7	17	3	10	0	6	5	7	2	0	0	4	4	8	7	11	0	2	0	3	7	4	1	6	2	6	2	2	0	4	4	3	8	4	3	4	0	2	3	3	2	4	9	6	10	4	6	3	5	0	22	4	7	0	4	5	13	0	0	6	7	3	2	5	3	6	4	0	6	7	8	4	7	10	1	7	5	8	11	9	7	6	2	2	7	1	1	2	0	4	9	1	5	15	4	0	8	3	4	2	4	7	4	10	3	23	16	2	1	5	6	3	20	11	7
"g__Leuconostoc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Peptococcus"	7	23	1	3	15	1	0	19	8	0	25	18	0	14	0	4	10	6	0	5	21	0	3	10	0	0	0	0	1	25	1	0	2	30	23	2	2	17	4	7	0	0	1	20	0	0	1	9	1	2	17	5	3	0	7	2	2	1	2	5	2	4	2	0	3	21	0	9	5	0	0	23	0	0	0	0	2	0	4	0	4	1	3	0	0	3	17	0	3	2	3	0	3	9	0	1	7	1	5	0	2	7	0	1	4	0	0	1	2	1	3	0	0	6	30	2	0	5	0	8	0	1	11	0	4	0	1	7	2	0	6	29
"g__Butyricicoccus"	11	11	11	15	25	11	13	0	2	27	0	14	9	2	0	0	7	5	5	0	1	0	5	0	7	4	1	1	0	6	2	20	0	0	3	0	0	1	0	1	3	6	0	1	18	35	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	7	20	0	0	0	0	33	11	0	0	0	0	6	2	0	3	8	0	1	0	0	1	7	0	8	13	8	0	0	4	0	0	1	5	0	3	0	0	0	0	2	0	0	1	0	0	0	1	1	2	30	0	0	0	4	1	0	0	8	12	0	4	11	1	1	18	0	13	87	2	0
"g__Butyrivibrio"	1	4	0	4	0	5	3	1	1	7	2	3	3	9	0	2	4	1	2	0	3	0	7	2	4	1	5	0	0	5	3	2	15	2	3	3	2	4	5	1	1	7	2	4	0	2	3	5	0	7	4	5	0	0	3	1	3	7	6	12	6	5	6	3	5	10	0	22	4	6	0	4	6	10	1	4	4	6	6	4	11	4	0	6	2	3	2	10	1	2	3	1	6	5	7	16	1	5	5	5	2	10	0	1	2	0	1	5	4	2	8	3	2	8	3	6	2	4	2	2	19	7	27	10	5	2	7	8	2	23	3	3
"g__Barnesiella"	2	6	1	0	6	0	3	3	3	1	2	3	2	5	0	3	1	2	1	13	9	0	7	18	3	4	12	0	0	1	3	1	2	16	2	8	3	15	0	0	0	0	11	17	2	0	0	0	5	5	41	4	19	0	3	0	0	4	4	41	0	2	0	2	2	1	0	1	0	0	0	0	0	4	2	0	1	1	2	3	3	0	1	2	0	3	2	1	7	1	8	0	12	0	1	5	5	12	0	0	4	2	0	0	0	0	0	0	15	1	4	0	0	8	26	2	0	1	0	4	0	7	28	0	0	4	0	17	1	0	11	6
"g__Duncaniella"	1	2	1	0	0	0	20	1	1	8	1	0	39	1	0	2	1	2	19	1	5	0	6	10	20	7	20	2	1	0	2	7	2	6	1	3	2	8	4	0	0	14	1	3	1	21	0	3	1	1	6	3	4	0	1	0	1	0	2	3	2	2	0	2	2	2	0	1	1	1	0	0	1	12	20	0	1	1	1	4	1	1	0	28	0	2	1	23	2	2	2	1	1	2	3	5	3	5	3	1	4	5	0	0	0	0	0	0	4	1	1	6	0	3	10	2	0	0	0	2	21	6	6	31	4	5	0	2	0	10	2	2
"g__Paraprevotella"	5	90	0	0	4	1	11	11	2	0	6	1	19	1	0	2	8	6	35	0	3	0	2	4	9	3	3	4	0	5	9	1	1	8	4	2	0	2	0	1	0	6	2	2	7	1	1	1	11	3	21	1	8	0	0	0	0	0	2	3	2	3	1	1	4	1	0	2	5	1	0	2	0	5	1	0	4	5	1	3	2	1	2	3	0	3	1	1	0	0	1	1	18	0	1	2	2	15	2	1	0	2	0	1	0	0	1	0	2	0	2	1	0	2	4	0	0	1	1	2	2	6	8	3	0	9	1	1	2	2	4	3
"g__Coprobacter"	1	2	1	2	8	2	34	8	1	6	2	2	7	0	0	0	5	3	12	0	1	0	1	2	7	1	29	6	0	2	6	4	1	5	3	0	0	0	0	1	0	1	1	6	3	3	0	0	5	0	18	0	5	0	0	0	0	1	2	0	0	5	3	0	3	3	0	3	3	0	0	3	0	2	14	0	1	3	1	0	3	0	1	8	0	8	5	9	0	1	13	0	10	2	2	0	2	5	0	0	0	1	0	2	1	0	0	0	6	1	3	5	0	7	24	4	0	1	0	5	6	4	11	8	2	12	1	0	4	6	1	4
"g__Porcincola"	1	1	1	6	0	3	1	0	1	3	0	0	1	2	0	1	1	1	1	2	1	0	1	0	1	2	0	0	3	1	2	0	13	1	1	1	1	0	0	3	5	2	2	2	1	1	4	4	1	4	0	0	0	0	1	1	7	1	1	20	11	6	3	16	1	1	0	20	1	11	0	0	8	4	0	3	1	2	1	3	3	2	2	8	1	3	3	6	3	1	3	5	2	2	5	28	1	2	9	15	3	2	0	0	2	0	7	5	2	1	3	2	0	3	1	1	3	0	12	0	2	3	7	5	1	0	2	8	2	37	5	2
"g__Waltera"	1	2	3	3	2	3	2	3	2	4	4	2	8	3	0	3	2	1	3	0	4	0	2	4	2	1	3	0	2	2	4	5	3	4	2	3	0	7	4	1	4	5	2	4	2	3	2	2	2	3	2	2	1	0	3	0	9	2	3	5	2	1	5	3	1	4	0	12	1	2	0	4	2	7	0	1	1	1	6	0	5	3	1	8	1	2	4	7	0	1	3	1	5	2	3	10	2	2	3	3	2	4	1	0	1	2	1	4	2	3	7	7	3	4	3	3	0	1	0	5	8	4	23	7	3	2	1	1	0	12	2	1
"g__Paramuribaculum"	1	0	1	1	1	0	0	6	2	0	3	1	0	5	0	0	3	3	1	2	20	0	0	15	1	2	0	1	0	1	3	0	4	6	3	5	4	7	1	0	0	0	5	9	2	0	1	3	2	1	8	0	11	0	4	0	3	1	5	17	1	4	1	1	5	0	0	2	1	1	0	5	0	0	8	0	2	3	2	5	5	3	3	1	0	3	3	0	3	2	4	1	5	0	1	12	7	6	0	2	10	10	0	0	0	0	0	2	6	1	5	0	0	6	22	0	0	0	1	5	0	7	14	2	0	2	0	6	1	0	10	5
"g__Colibacter"	0	0	0	0	0	0	4	0	0	11	0	0	8	1	0	0	0	0	5	1	1	6	1	0	7	1	1	0	0	0	1	7	2	0	0	1	1	0	0	1	0	16	2	0	0	16	1	1	0	2	0	1	0	0	0	0	1	1	0	2	2	0	1	4	0	0	0	2	0	7	1	0	11	17	1	2	1	1	0	1	1	2	0	14	1	0	0	15	0	0	3	6	1	1	28	4	0	0	2	6	0	2	5	0	2	2	4	2	0	0	0	16	0	0	0	0	8	0	6	0	10	0	2	14	4	1	4	2	2	54	0	0
"g__Hoylesella"	0	0	0	0	0	0	5	0	0	5	0	0	2	0	0	0	0	0	5	0	0	0	0	0	12	0	3	0	0	0	0	7	0	0	0	0	0	0	0	0	4	4	0	0	0	15	0	3	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	5	0	2	0	0	0	7	0	0	2	31	0	0	0	0	0	0	0	3	0	35	0	0	0	25	0	0	0	7	0	5	11	0	0	0	12	0	0	0	0	0	1	0	3	0	0	0	0	7	0	0	0	1	3	1	2	0	5	0	0	52	9	0	0	0	0	64	0	0
"g__Hominisplanchenecus"	1	2	1	7	0	1	2	1	2	10	2	1	0	6	0	2	1	1	1	2	6	0	0	1	1	0	1	0	1	1	2	0	7	3	1	1	1	2	5	1	0	0	4	2	1	0	4	1	1	4	7	1	2	0	2	1	3	7	5	10	5	3	4	3	2	0	0	9	1	4	0	4	3	7	0	0	0	4	3	2	9	4	0	4	1	3	1	2	1	1	8	2	7	2	1	9	5	9	1	3	1	11	0	1	2	0	1	1	2	1	5	3	0	6	2	0	2	0	1	0	3	5	17	9	2	2	2	6	2	14	2	3
"g__Marvinbryantia"	1	1	1	1	2	1	1	3	0	4	4	1	3	1	0	3	0	3	4	4	1	0	2	0	3	3	1	0	0	2	4	5	5	2	3	0	6	2	2	0	3	1	3	1	0	0	2	4	2	2	2	0	0	0	2	0	4	1	2	6	3	5	4	5	0	2	0	11	2	3	0	2	3	2	0	1	0	3	0	5	3	7	1	4	0	6	5	2	2	2	1	2	1	0	5	8	1	6	2	5	1	2	0	1	2	0	6	4	1	2	4	2	0	1	3	1	0	1	1	3	3	1	9	4	3	1	0	3	4	12	3	3
"g__Pseudomonas"	24	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	1	8	16	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	133	0	0	0	0
"g__Asteroleplasma"	0	3	0	0	3	0	8	0	2	3	14	2	0	0	0	0	0	0	1	0	3	0	0	0	1	0	28	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	3	0	6	1	0	0	0	0	0	11	0	12	2	0	0	0	3	0	12	0	0	2	0	0	0	0	0	0	0	0	7	0	2	0	5	0	0	0	0	0	0	10	0	0	0	0	0	0	9	4	0	1	12	0	0	0	0	0	2	6	12	4	0	5	0	0	0	0	0	0
"g__Thermophilibacter"	1	6	0	1	0	0	0	4	0	1	6	2	0	3	0	2	0	0	3	0	4	0	2	3	2	0	29	1	0	0	1	1	0	2	1	0	1	2	0	0	0	1	0	1	0	1	0	1	0	1	5	5	1	0	1	0	0	2	1	0	0	2	2	1	0	4	0	2	4	1	0	0	8	0	2	0	5	4	1	2	0	1	1	0	1	1	1	1	0	3	0	0	1	1	0	0	2	0	1	0	0	3	1	1	0	1	1	0	2	1	9	0	0	3	4	0	0	0	0	2	0	1	1	0	2	2	2	0	0	0	2	1
"g__Kineothrix"	0	2	0	2	0	1	0	0	0	1	3	1	5	2	0	0	2	1	1	1	1	0	1	0	0	0	0	0	4	0	2	2	2	1	0	0	1	0	2	0	2	0	2	1	0	0	1	3	0	0	1	0	1	0	1	0	2	1	1	6	2	1	2	3	1	2	0	5	1	1	1	1	1	2	0	3	0	1	0	1	3	3	0	2	0	2	2	2	1	1	2	1	2	2	2	8	1	1	2	1	1	1	1	0	1	0	1	1	0	2	3	1	1	1	2	3	1	3	2	1	1	2	9	3	1	0	2	1	2	6	3	0
"g__Anaeromassilibacillus"	0	3	1	0	1	2	1	3	3	3	1	2	0	1	0	0	3	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	10	0	2	0	0	0	2	2	0	0	0	0	0	0	1	3	0	0	0	0	3	5	0	0	0	9	0	6	2	0	2	3	0	0	0	1	0	0	0	1	0	4	0	4	0	0	0	1	1	1	0	0	0	6	0	4	1	0	0	6	2	6	0	0	5	1	1	2	0	0	0	0	0	4	0	0	3	0	1	1	0	0	2	0	8	7	0	6	0	0	0	0	1	0	4
"g__Eisenbergiella"	1	0	0	1	3	1	0	0	1	0	0	3	0	9	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	4	0	7	1	0	0	2	2	0	0	0	0	2	5	0	0	0	0	0	3	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0	0	2	6	2	1	0	0	3	0	0	4	4	0	0	1	5	0	0	0	0	0	3	0	0	0	1	6	0	0	0	0	0	0	3	7	7	0	0	0	0	0	0	0	0	8	0	0	5	0	0	0	9	0	1	1	5	0
"g__Muribaculum"	0	0	0	0	0	0	8	0	0	5	0	0	4	0	0	0	0	0	3	0	0	0	0	0	7	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	2	0	0	0	0	0	0	0	0	12	0	0	0	16	0	0	1	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	4	1	0	15	2	0	0	1	0	5	0	0
"g__Sodaliphilus"	1	0	0	0	0	0	0	4	1	0	1	1	0	1	0	0	1	2	0	1	4	0	0	3	0	1	0	0	0	2	1	0	1	2	1	0	2	2	0	0	0	0	1	2	0	0	1	0	1	1	4	0	4	0	1	0	1	0	2	3	0	1	0	0	2	0	0	0	1	0	0	0	0	0	5	0	0	1	0	1	1	1	1	1	0	2	1	0	1	0	3	0	4	0	0	2	1	3	0	2	4	5	0	0	0	0	0	1	2	1	1	0	0	3	8	0	0	0	0	1	0	4	5	0	0	2	0	3	0	0	2	3
"g__Anaerocolumna"	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	3	0	1	0	0	0	1	0	1	0	0	0	0	1	1	5	1	2	0	3	2	1	0	1	1	1	1	1	0	0	0	0	2	0	0	0	0	0	1	2	1	0	3	5	1	1	2	2	0	0	3	0	2	0	0	3	0	0	2	0	0	2	0	0	2	2	1	0	0	2	2	1	1	1	2	1	0	2	6	0	0	3	0	0	1	0	1	0	0	1	1	1	0	0	1	0	1	0	0	3	0	1	0	0	1	1	2	1	1	1	2	2	10	1	0
"g__Enterococcus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	112	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Eubacterium"	0	2	1	1	0	1	1	7	0	14	4	2	1	1	0	0	0	0	1	1	0	0	1	1	6	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	9	1	0	0	1	0	1	1	1	2	1	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	4	0	1	0	3	1	5	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	2	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	2	0	1
"g__Aggregatibacter"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"g__Parolsenella"	0	1	1	0	1	0	0	1	1	0	3	1	0	2	1	3	2	1	1	0	1	3	0	1	0	0	16	0	2	0	1	0	2	0	2	0	5	0	0	1	2	1	2	0	0	0	0	0	0	1	0	0	0	6	1	0	0	0	0	1	0	1	0	1	0	1	0	2	0	0	1	0	1	0	2	0	0	2	1	2	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	5	1	0	0	0	1	4
"g__Alistipes"	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	2	7	0	0	0	1	0	3	0	1	0	0	0	1	2	0	0	1	0	0	2	0	0	0	2	1	2	1	3	0	0	3	0	0	0	2	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	3	4	0	0	0	0	2	3	0	6	7	6	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	2	0	0	0	0	0	0	0	5	1	0	2	2	0	1	0	0	0	0	3	0
"g__Caecibacter"	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	5	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	2	0	0	0	1	0	3	0	0	8	1	0	1	0	2	0	1	0	1	1	0	1	0	0	1	0	0	1	6	2	1	1	2	0	0	1	6	0	0	2	0	0	0	2	1	0	0	0	1	0	0	0	0	5	0	2	0	0	1	2	1	2	0	3	2	1	6	0	0
"g__Alloprevotella"	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	2	1	0	1	0	1	3	1	0	1	0	0	0	1	3	4	3	1	1	0	1	0	0	0	2	1	2	0	0	1	0	0	0	3	3	1	1	1	3	1	0	0	2	0	0	1	1	0	3	5	0	0	2	0	2	0	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	8	5	0	0	0	1	0	1	0	1	0
"g__Gemella"	0	1	0	0	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	0	52	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	1
"g__Catenibacillus"	0	1	0	0	4	0	0	3	0	3	10	2	2	1	0	0	0	0	1	1	0	0	2	3	1	0	1	0	0	0	0	1	0	3	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	11	1	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	4	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	3	5	3	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	5
"g__Roseburia"	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	2	0	0	0	0	0	0	1	0	1	4	1	0	3	0	0	0	0	3	0	1	0	0	1	0	0	1	0	0	0	0	2	1	1	2	2	0	1	2	0	0	2	0	0	0	1	4	0	1	3	2	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	2	2	0	0	1	1	1	7	2	0
"g__Pantoea"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	6	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	16	0	0	0	0	2	0	19	0	2	8	0	0	0	0	0	0	0
